Payment,Product line,Invoice ID,Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,date,Time,cogs,gross income,Rating,day_of_week,hour,profit_margin,rush_hour,spending_category,rating_sentiment,avg_product_rating,total_revenue,avg_transaction,num_transactions
Credit card,Fashion accessories,883691285,b,mandalay,Member,male,4992,2,4992,104832,20190306,1155,9984,4992,70,4,11,004761904826884533,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,732045373,b,mandalay,Member,male,4647,4,9294,195174,20190208,1053,18588,9294,70,6,10,004761904692100797,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,151161484,a,yangon,Member,male,3225,4,645,13545,20190213,1238,1290,645,65,4,12,004761904728377214,yes,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,316013952,a,yangon,Normal,female,5427,5,135675,2849175,20190313,1416,27135,135675,46,4,14,0047619046184535704,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,663869076,c,naypyitaw,Member,female,6854,8,27416,575736,20190108,1557,54832,27416,85,3,15,0047619046356995265,no,high,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,531801784,a,yangon,Normal,male,2602,7,9107,191247,20190328,1738,18214,9107,51,5,17,004761905094345479,yes,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,860790874,c,naypyitaw,Member,female,993,10,4965,104265,20190215,1453,9930,4965,66,6,14,0047619047967491,no,high,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,272279238,c,naypyitaw,Normal,female,4124,4,8248,173208,20190219,1623,16496,8248,71,3,16,004761905050311597,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,642614706,b,mandalay,Member,male,934,2,934,19614,20190330,1634,1868,934,55,7,16,004761904854518329,no,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,752233760,b,mandalay,Member,female,6408,7,22428,470988,20190219,1929,44856,22428,73,3,19,004761904588347236,no,medium,positive,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,414127047,b,mandalay,Normal,male,1979,8,7916,166236,20190118,1204,15832,7916,87,6,12,004761904912156125,yes,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,142636033,b,mandalay,Normal,male,9236,5,2309,48489,20190320,1917,4618,2309,49,4,19,004761904649517058,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,643387867,a,yangon,Normal,male,9794,1,4897,102837,20190307,1144,9794,4897,69,5,11,0047619046956644054,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,173501108,b,mandalay,Member,female,2018,4,4036,84756,20190213,1214,8072,4036,50,4,12,0047619046815333466,yes,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,189552313,c,naypyitaw,Normal,female,6218,10,3109,65289,20190131,1033,6218,3109,60,5,10,004761904678436377,no,high,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,154747179,b,mandalay,Normal,male,5445,1,27225,571725,20190226,1924,5445,27225,79,3,19,004761904861194329,no,low,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Cash,Home and lifestyle,800098606,a,yangon,Member,female,8737,5,218425,4586925,20190129,1945,43685,218425,66,3,19,0047619048609102224,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,250175703,a,yangon,Member,male,1885,10,9425,197925,20190227,1824,1885,9425,56,4,18,0047619047848493426,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,373737910,a,yangon,Normal,male,8631,7,302085,6343785,20190208,1037,60417,302085,53,6,10,0047619049050781646,no,high,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,139522867,c,naypyitaw,Normal,female,2251,7,78785,1654485,20190213,1050,15757,78785,48,4,10,0047619047070078455,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,726296793,a,yangon,Member,male,2418,8,9672,203112,20190128,2054,19344,9672,98,2,20,004761904739546131,no,medium,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,318120304,a,yangon,Normal,male,3061,1,15305,321405,20190123,1220,3061,15305,52,4,12,004761905062157592,yes,low,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,779422410,b,mandalay,Member,male,5774,3,8661,181881,20190220,1306,17322,8661,77,4,13,0047619049866217865,yes,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,416179926,a,yangon,Member,female,7422,10,3711,77931,20190101,1442,7422,3711,43,3,14,004761904855142242,no,high,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,287219091,a,yangon,Normal,male,7467,9,336015,7056315,20190122,1055,67203,336015,94,3,10,004761905173796257,no,high,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,836825858,b,mandalay,Member,male,6937,9,312165,6555465,20190126,1914,62433,312165,40,7,19,0047619045956444755,no,high,negative,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,612365536,a,yangon,Member,male,8096,8,32384,680064,20190217,1112,64768,32384,74,1,11,004761904414661095,no,high,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Sports and travel,408269866,c,naypyitaw,Normal,female,7398,7,25893,543753,20190302,1642,51786,25893,41,7,16,004761904778608325,no,high,neutral,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,607652441,c,naypyitaw,Member,male,8195,10,40975,860475,20190310,1239,8195,40975,60,1,12,0047619047196833714,yes,high,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,565805980,c,naypyitaw,Member,female,4738,4,9476,198996,20190123,1025,18952,9476,71,4,10,004761904624978204,no,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,827445872,b,mandalay,Member,female,5436,10,2718,57078,20190207,1128,5436,2718,61,5,11,0047619045709531786,no,high,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,560496611,a,yangon,Member,female,4558,1,2279,47859,20190207,1413,4558,2279,98,5,14,004761904738182441,no,low,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,852627105,b,mandalay,Normal,female,8325,10,41625,874125,20190112,1125,8325,41625,44,7,11,0047619047619047616,no,high,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,390175806,c,naypyitaw,Member,female,3842,1,1921,40341,20190202,1633,3842,1921,86,7,16,004761904818191248,no,low,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Sports and travel,361590574,b,mandalay,Member,male,9053,8,36212,760452,20190315,1448,72424,36212,65,6,14,004761904833566975,no,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,127476963,a,yangon,Normal,male,5171,4,10342,217182,20190309,1353,20684,10342,98,7,13,004761904615533779,yes,medium,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Home and lifestyle,152034217,b,mandalay,Normal,female,1128,9,5076,106596,20190317,1155,10152,5076,43,1,11,0047619049323166435,no,medium,neutral,68.375,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,275280149,a,yangon,Normal,male,6369,1,31845,668745,20190225,1621,6369,31845,60,2,16,00476190498260542,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,687151097,c,naypyitaw,Member,female,2112,2,2112,44352,20190103,1917,4224,2112,97,5,19,0047619046083162156,no,low,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,423644619,a,yangon,Member,female,1555,9,69975,1469475,20190307,1312,13995,69975,50,5,13,004761904900974014,yes,medium,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,648831321,a,yangon,Member,male,6356,10,3178,66738,20190116,1759,6356,3178,43,4,17,004761904829951545,yes,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,299290180,b,mandalay,Member,female,5218,7,18263,383523,20190309,1054,36526,18263,93,7,10,0047619047619047616,no,medium,positive,68.375,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,629424133,c,naypyitaw,Normal,male,218,8,872,18312,20190219,1924,1744,872,83,3,19,00476190503470058,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,859976048,c,naypyitaw,Member,male,8425,2,8425,176925,20190326,1413,1685,8425,53,3,14,004761904787572735,no,medium,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Credit card,Food and beverages,151337434,b,mandalay,Normal,female,6777,1,33885,711585,20190204,2043,6777,33885,65,2,20,004761904682130275,no,low,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,597787908,c,naypyitaw,Normal,male,9022,3,13533,284193,20190218,1939,27066,13533,62,2,19,0047619048737623536,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,110487033,b,mandalay,Member,male,3262,4,6524,137004,20190129,1412,13048,6524,90,3,14,004761904960788284,no,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,489644354,c,naypyitaw,Normal,male,1628,1,0814,17094,20190309,1536,1628,0814,50,7,15,0047619048615297685,no,low,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Fashion accessories,795497276,a,yangon,Normal,male,3715,4,743,15603,20190323,1859,1486,743,83,7,18,00476190468914141,yes,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,174750888,b,mandalay,Normal,male,2158,9,9711,203931,20190314,1232,19422,9711,73,5,12,0047619049845931356,yes,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,776681096,b,mandalay,Normal,male,4412,3,6618,138978,20190318,1345,13236,6618,79,2,13,0047619048926105245,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Fashion accessories,210749613,c,naypyitaw,Normal,male,9726,4,19452,408492,20190316,1533,38904,19452,68,7,15,004761904628497805,no,medium,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,318685053,b,mandalay,Normal,female,7699,6,23097,485037,20190227,1755,46194,23097,61,4,17,004761904911709627,yes,medium,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,443609639,c,naypyitaw,Member,female,6087,1,30435,639135,20190124,1324,6087,30435,55,5,13,0047619045487429346,yes,low,neutral,68.375,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,500022261,c,naypyitaw,Normal,female,5729,6,17187,360927,20190321,1704,34374,17187,59,5,17,004761904812234122,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Food and beverages,720722436,a,yangon,Normal,male,6652,4,13304,279384,20190302,1814,26608,13304,69,7,18,0047619046806312064,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,573103877,b,mandalay,Member,male,3901,1,19505,409605,20190312,1646,3901,19505,47,3,16,004761904928210339,no,low,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,271888734,c,naypyitaw,Member,female,9721,10,48605,1020705,20190208,1300,9721,48605,87,6,13,0047619046373275596,yes,high,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,658663967,c,naypyitaw,Normal,male,5319,7,186165,3909465,20190114,1542,37233,186165,50,2,15,004761904947763696,no,medium,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Home and lifestyle,220281851,a,yangon,Normal,male,3473,2,3473,72933,20190301,1814,6946,3473,97,6,18,004761904917571824,yes,low,positive,68.375,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,370960655,c,naypyitaw,Normal,female,4932,6,14796,310716,20190109,1346,29592,14796,71,4,13,004761904557286117,yes,medium,positive,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,664142882,c,naypyitaw,Member,female,1053,5,26325,552825,20190130,1443,5265,26325,58,4,14,0047619045359997836,no,low,neutral,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,886779084,c,naypyitaw,Normal,male,7189,8,28756,603876,20190219,1133,57512,28756,55,3,11,004761905032634236,no,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,710464433,b,mandalay,Member,female,774,9,3483,73143,20190215,1415,6966,3483,45,6,14,0047619050599274064,no,high,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,731597531,b,mandalay,Member,male,7257,8,29028,609588,20190330,1758,58056,29028,46,7,17,004761904642708028,yes,high,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,828466863,a,yangon,Member,male,9853,6,29559,620739,20190123,1122,59118,29559,40,4,11,004761904659481221,no,high,negative,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,148417930,c,naypyitaw,Normal,male,9996,7,34986,734706,20190123,1033,69972,34986,61,4,10,004761904811353726,no,high,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,252562699,a,yangon,Normal,male,4319,10,21595,453495,20190207,1648,4319,21595,82,5,16,004761904661764599,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,590834591,b,mandalay,Member,male,8745,6,26235,550935,20190217,1440,5247,26235,88,1,14,0047619048937912835,no,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Health and beauty,608043797,b,mandalay,Member,female,2532,8,10128,212688,20190305,2024,20256,10128,87,3,20,004761904804608687,no,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,585868361,a,yangon,Normal,female,2728,5,682,14322,20190203,1031,1364,682,86,1,10,004761904841176271,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,866702814,b,mandalay,Normal,female,5279,10,26395,554295,20190225,1158,5279,26395,100,2,11,004761904991307119,no,high,positive,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Electronic accessories,672518681,c,naypyitaw,Member,female,6665,9,299925,6298425,20190104,1819,59985,299925,97,6,18,004761904588859365,yes,high,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Ewallet,Food and beverages,468012051,b,mandalay,Normal,male,6208,7,21728,456288,20190306,1346,43456,21728,54,4,13,004761904960959145,yes,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,568883448,a,yangon,Normal,male,250,1,125,2625,20190303,1509,250,125,55,1,15,0047619047619047616,no,low,neutral,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,534014457,a,yangon,Normal,male,8171,6,24513,514773,20190127,1436,49026,24513,80,1,14,0047619047619047616,no,high,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,804383935,a,yangon,Member,male,9378,3,14067,295407,20190130,1132,28134,14067,59,4,11,0047619046850395204,no,medium,neutral,69.24705882352941,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,659361684,c,naypyitaw,Member,male,5712,7,19992,419832,20190112,1202,39984,19992,65,7,12,004761904891708291,yes,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Credit card,Health and beauty,400451220,b,mandalay,Normal,female,135,10,675,14175,20190227,1106,1350,675,48,4,11,0047619047619047616,no,medium,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Fashion accessories,846100341,a,yangon,Normal,female,4257,7,148995,3128895,20190106,1151,29799,148995,68,1,11,0047619047909329415,no,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,236271144,c,naypyitaw,Normal,female,1631,9,73395,1541295,20190326,1031,14679,73395,84,3,10,0047619046882442,no,medium,positive,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,470313286,b,mandalay,Normal,male,1482,3,2223,46683,20190301,1130,4446,2223,87,6,11,0047619050051039134,no,low,positive,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Electronic accessories,120064233,c,naypyitaw,Normal,male,3061,6,9183,192843,20190312,2036,18366,9183,93,3,20,0047619045028631145,no,medium,positive,69.24705882352941,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,633448566,a,yangon,Member,male,4938,7,17283,362943,20190327,2035,34566,17283,73,4,20,0047619051122533784,no,medium,positive,71.13218390804597,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,400894171,c,naypyitaw,Normal,female,8097,8,32388,680148,20190128,1305,64776,32388,93,2,13,0047619047619047616,yes,high,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,382258917,c,naypyitaw,Normal,male,4208,6,12624,265104,20190129,1225,25248,12624,89,3,12,0047619045392110995,yes,medium,positive,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,695286250,a,yangon,Normal,female,4306,5,10765,226065,20190204,1638,2153,10765,77,2,16,00476190486234725,no,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Sports and travel,534533526,a,yangon,Normal,female,9476,4,18952,397992,20190211,1606,37904,18952,78,2,16,004761904624978204,no,medium,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Credit card,Sports and travel,670717306,b,mandalay,Normal,male,4463,6,13389,281169,20190102,2008,26778,13389,51,4,20,004761904632692618,no,medium,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,533665566,b,mandalay,Normal,female,5107,7,178745,3753645,20190112,1142,35749,178745,70,7,11,004761904810298323,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Fashion accessories,269045750,b,mandalay,Member,male,7382,4,14764,310044,20190221,1831,29528,14764,67,5,18,004761904644726395,yes,medium,neutral,70.29213483146067,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,549964200,c,naypyitaw,Member,male,1704,4,3408,71568,20190308,2015,6816,3408,70,6,20,004761904698450338,no,low,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Cash,Sports and travel,388762555,b,mandalay,Normal,male,1369,6,4107,86247,20190213,1359,8214,4107,63,4,13,0047619045249588064,yes,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Electronic accessories,377797592,c,naypyitaw,Member,female,4484,9,20178,423738,20190114,1400,40356,20178,75,2,14,004761904568994257,no,medium,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,887420517,c,naypyitaw,Normal,female,8314,7,29099,611079,20190110,1031,58198,29099,66,5,10,004761905074032768,no,high,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,501611753,b,mandalay,Normal,female,6315,6,18945,397845,20190103,2024,3789,18945,98,5,20,0047619046705866606,no,medium,positive,68.375,2.96273397E8,858763.4695652174,345
Cash,Food and beverages,212621842,a,yangon,Normal,male,5826,6,17478,367038,20190328,1644,34956,17478,99,5,16,004761905009361774,no,medium,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,189089157,c,naypyitaw,Normal,female,3173,9,142785,2998485,20190108,1617,28557,142785,59,3,16,0047619044589980536,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Health and beauty,848249445,c,naypyitaw,Member,male,437,2,437,9177,20190326,1803,874,437,49,3,18,004761904811390503,yes,low,neutral,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,340219136,a,yangon,Member,female,4005,4,801,16821,20190125,1140,1602,801,97,6,11,004761904707909089,no,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,227035010,a,yangon,Member,female,5259,8,21036,441756,20190322,1920,42072,21036,85,6,19,00476190447406131,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,616870016,b,mandalay,Normal,male,9554,7,33439,702219,20190309,1436,66878,33439,96,7,14,0047619046842998045,no,high,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,868527573,b,mandalay,Normal,female,9969,5,249225,5233725,20190114,1209,49845,249225,99,2,12,004761904900736857,yes,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,699143026,c,naypyitaw,Normal,male,8539,7,298865,6276165,20190325,1830,59773,298865,41,2,18,004761904544830825,yes,high,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Credit card,Food and beverages,101176199,a,yangon,Normal,male,4579,7,160265,3365565,20190313,1944,32053,160265,70,4,19,004761905139721206,no,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Credit card,Electronic accessories,545463100,b,mandalay,Member,female,1059,3,15885,333585,20190312,1352,3177,15885,87,3,13,004761904625768363,yes,low,positive,69.24705882352941,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,226713580,c,naypyitaw,Normal,female,2375,9,106875,2244375,20190131,1202,21375,106875,95,5,12,0047619047619047616,yes,medium,positive,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Sports and travel,578807669,b,mandalay,Normal,male,7497,1,37485,787185,20190316,1658,7497,37485,56,7,16,0047619050070892115,no,low,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Ewallet,Sports and travel,743881662,c,naypyitaw,Normal,male,9549,7,334215,7018515,20190222,1817,66843,334215,87,6,18,004761904917195946,yes,high,positive,69.16265060240964,2.96273397E8,858763.4695652174,345
Ewallet,Health and beauty,587734862,a,yangon,Member,female,1069,5,26725,561225,20190326,1107,5345,26725,76,3,11,0047619044584632175,no,low,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Credit card,Health and beauty,870724431,c,naypyitaw,Normal,female,9919,6,29757,624897,20190121,1442,59514,29757,55,2,14,004761904965388826,no,high,neutral,70.03289473684211,2.70194988E8,868794.1736334405,311
Cash,Food and beverages,286436208,c,naypyitaw,Normal,female,878,9,3951,82971,20190316,1908,7902,3951,92,7,19,0047619044335028275,no,high,positive,71.13218390804597,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,633911052,a,yangon,Normal,female,1203,2,1203,25263,20190127,1551,2406,1203,51,1,15,004761904469792877,no,low,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Fashion accessories,821149046,b,mandalay,Member,female,1748,6,5244,110124,20190118,1504,10488,5244,61,6,15,004761904700047589,no,medium,neutral,70.29213483146067,2.70194988E8,868794.1736334405,311
Credit card,Sports and travel,569762760,a,yangon,Member,female,2201,4,4402,92442,20190129,1815,8804,4402,66,3,18,004761904639089748,yes,low,neutral,69.16265060240964,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,565676697,b,mandalay,Member,male,270,9,1215,25515,20190302,1416,2430,1215,48,7,14,004761904726307612,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Home and lifestyle,843014703,b,mandalay,Member,female,3538,9,15921,334341,20190105,1950,31842,15921,96,7,19,0047619045717447545,no,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,767051286,c,naypyitaw,Member,female,8377,6,25131,527751,20190123,1210,50262,25131,54,4,12,0047619050716853836,yes,high,neutral,68.375,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,148822527,c,naypyitaw,Member,female,1212,10,606,12726,20190305,1344,1212,606,84,3,13,004761904637006352,yes,medium,positive,68.375,2.70194988E8,868794.1736334405,311
Credit card,Fashion accessories,651965970,a,yangon,Normal,male,4641,1,23205,487305,20190303,2006,4641,23205,40,1,20,004761904622116344,no,low,negative,70.29213483146067,2.70194988E8,868794.1736334405,311
Ewallet,Electronic accessories,324416833,c,naypyitaw,Member,female,302,8,1208,25368,20190303,1930,2416,1208,51,1,19,004761904869315036,no,medium,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,276756884,a,yangon,Normal,female,6871,3,103065,2164365,20190304,1005,20613,103065,87,2,10,004761905118601572,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Health and beauty,342654817,c,naypyitaw,Member,male,868,3,1302,27342,20190128,1647,2604,1302,99,2,16,00476190469546769,no,medium,positive,70.03289473684211,2.96273397E8,858763.4695652174,345
Ewallet,Fashion accessories,478067835,a,yangon,Normal,male,8969,1,44845,941745,20190111,1120,8969,44845,49,6,11,004761904713682512,no,low,neutral,70.29213483146067,2.96273397E8,858763.4695652174,345
Credit card,Home and lifestyle,523380215,c,naypyitaw,Normal,male,370,1,185,3885,20190306,1329,370,185,79,4,13,00476190501030312,yes,low,positive,68.375,2.70194988E8,868794.1736334405,311
Cash,Home and lifestyle,307839164,a,yangon,Member,male,6001,4,12002,252042,20190125,1554,24004,12002,45,6,15,004761904563706178,no,medium,neutral,68.375,3.10603461E8,902917.0377906977,344
Credit card,Food and beverages,596423999,b,mandalay,Normal,male,1822,7,6377,133917,20190310,1404,12754,6377,66,1,14,004761904388879932,no,medium,neutral,71.13218390804597,2.70194988E8,868794.1736334405,311
Ewallet,Home and lifestyle,420047590,b,mandalay,Normal,male,997,3,14955,314055,20190318,1129,2991,14955,47,2,11,0047619048486661195,no,medium,neutral,68.375,2.96273397E8,858763.4695652174,345
Cash,Electronic accessories,866057563,b,mandalay,Member,female,814,3,1221,25641,20190209,1943,2442,1221,48,7,19,0047619047087714264,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
Cash,Home and lifestyle,725963778,c,naypyitaw,Member,female,8925,8,357,7497,20190120,1013,7140,357,47,1,10,004761904786134753,no,high,neutral,68.375,3.10603461E8,902917.0377906977,344
Cash,Health and beauty,443820585,a,yangon,Member,female,7768,4,15536,326256,20190201,1954,31072,15536,84,6,19,0047619046644685685,no,medium,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Ewallet,Electronic accessories,219614139,c,naypyitaw,Normal,male,8308,1,4154,87234,20190123,1716,8308,4154,64,4,17,004761904475580804,yes,low,neutral,69.24705882352941,2.96273397E8,858763.4695652174,345
Cash,Health and beauty,186799562,b,mandalay,Normal,male,7177,7,251195,5275095,20190329,1406,50239,251195,89,6,14,004761904417546521,no,high,positive,70.03289473684211,3.10603461E8,902917.0377906977,344
Cash,Food and beverages,200165952,c,naypyitaw,Member,male,6565,2,6565,137865,20190117,1646,1313,6565,60,5,16,004761904613673685,no,medium,neutral,71.13218390804597,3.10603461E8,902917.0377906977,344
Ewallet,Food and beverages,845510542,b,mandalay,Member,male,4655,9,209475,4398975,20190202,1534,41895,209475,64,7,15,004761904906434542,no,medium,neutral,71.13218390804597,2.96273397E8,858763.4695652174,345
Credit card,Fashion accessories,339187061,c,naypyitaw,Member,female,9298,2,9298,195258,20190213,1506,18596,9298,80,4,15,004761905041000504,no,medium,positive,70.29213483146067,2.70194988E8,868794.1736334405,311
Cash,Sports and travel,585116748,b,mandalay,Member,male,968,3,1452,30492,20190315,1305,2904,1452,53,6,13,004761904702331023,yes,medium,neutral,69.16265060240964,3.10603461E8,902917.0377906977,344
Cash,Electronic accessories,778342523,a,yangon,Member,female,4862,8,19448,408408,20190124,1057,38896,19448,50,5,10,004761904873100096,no,medium,neutral,69.24705882352941,3.10603461E8,902917.0377906977,344
